Name,No. of Reviews,Area,Est. Price ($),Categories,URL
Cook Book Bistro & Cafe,1,Marine Parade,20,"Pasta, Cafes & Coffee, Western, Burgers",https://www.burpple.com/cook-book-bistro-cafe?bp_ref=%2Fsearch%2Fsg
No Name Hokkien Mee (Dunman Food Centre),1,Joo Chiat,5,"Hawker Food, Supper",https://www.burpple.com/no-name-hokkien-mee?bp_ref=%2Fsearch%2Fsg
Fu Xing Mei Shi (Dunman Food Centre),4,Joo Chiat,10,Hawker Food,https://www.burpple.com/fu-xing-mei-shi-stall-23dunman-hawker?bp_ref=%2Fsearch%2Fsg
Nancy's Yong Tau Foo & Mee Siam,1,Marine Parade,5,Hawker Food,https://www.burpple.com/nancys-prawn-noodles-mee-siam?bp_ref=%2Fsearch%2Fsg
Al Falah Barakah Restaurant Pte Ltd (Joo Chiat),6,Joo Chiat,5,"Indian, Hawker Food, Supper",https://www.burpple.com/alfalah-barakah?bp_ref=%2Fsearch%2Fsg
Das A Wrap,0,Joo Chiat,15,"Mexican, Halal",https://www.burpple.com/dasawrap?bp_ref=%2Fsearch%2Fsg
North South East West Fusion Vegetarian,4,Katong,,Vegetarian,https://www.burpple.com/north-south-east-west?bp_ref=%2Fsearch%2Fsg
Zhen Zhou Dao Singapore Style Porridge,8,Katong,,Zi Char,https://www.burpple.com/singapore-style-porridge?bp_ref=%2Fsearch%2Fsg
Eno-oka Japanese Restaurant,8,Joo Chiat,,"Steamboat, Japanese",https://www.burpple.com/enoka-japanese-restaurant?bp_ref=%2Fsearch%2Fsg
Muffins & More By HAP,2,Marine Parade,5,"Desserts, Cakes",https://www.burpple.com/mufins-more?bp_ref=%2Fsearch%2Fsg
Five Star Hainanese Chicken Rice Restaurant (East Coast Road),28,Marine Parade,10,"Chicken Rice, Zi Char, Cheap & Good, Hawker Food, Supper, Good For Groups, Chinese",https://www.burpple.com/five-star-hainanese-chicken-rice-restaurant?bp_ref=%2Fsearch%2Fsg
Ubin Kitchen (Joo Chiat),6,Joo Chiat,,"Seafood, Chinese",https://www.burpple.com/ubin-kitchen--joo-chiat?bp_ref=%2Fsearch%2Fsg
Kampong Chicken Restaurant,1,Katong,,"Chicken Rice, Hawker Food",https://www.burpple.com/kampong-chicken-restaurant?bp_ref=%2Fsearch%2Fsg
Lau Hong Ser Rojak (Dunman Food Centre),9,Joo Chiat,5,"Local Delights, Hawker Food",https://www.burpple.com/lau-hong-ser-rojak?bp_ref=%2Fsearch%2Fsg
Carry On,75,Marine Parade,,"Sandwiches, Waffles, Desserts, Cafes & Coffee",https://www.burpple.com/carry-on?bp_ref=%2Fsearch%2Fsg
Sin Heng Claypot Bak Koot Teh,56,Marine Parade,15,"Bak Kut Teh, Rainy Day Comforts, Supper, Hawker Food",https://www.burpple.com/sin-heng-claypot-bah-kut-teh?bp_ref=%2Fsearch%2Fsg
Thunder Tea Rice (Joo Chiat),16,Joo Chiat,5,"Local Delights, Vegetarian, Healthy, Hawker Food",https://www.burpple.com/thunder-tea-rice-2?bp_ref=%2Fsearch%2Fsg
Leong Tee Durian,6,Katong,,"Local Delights, Desserts, Supper",https://www.burpple.com/264-tanjong-katong-rd-fabulous-durian?bp_ref=%2Fsearch%2Fsg
The Trenchard Arms,4,Marine Parade,,"Dinner with Drinks, Western",https://www.burpple.com/the-trenchard-arms?bp_ref=%2Fsearch%2Fsg
Wahiro,22,Marine Parade,,"Sushi, Japanese",https://www.burpple.com/wahiro-japanese-restaurant?bp_ref=%2Fsearch%2Fsg
Baba Peranakan Truly,1,Marine Parade,,Peranakan,https://www.burpple.com/baba-peranakan-truly?bp_ref=%2Fsearch%2Fsg
Yong Huat,13,Marine Parade,5,"Local Delights, Hawker Food",https://www.burpple.com/yong-huat?bp_ref=%2Fsearch%2Fsg
Kartika Jaya Indonesian Food,1,Marine Parade,,Indonesian,https://www.burpple.com/kartika-jaya-indonesian-food?bp_ref=%2Fsearch%2Fsg
Wholesome Eats By Cookit,0,Marine Parade,,"Pasta, Healthy",https://www.burpple.com/wholesome-eats-by-cookit?bp_ref=%2Fsearch%2Fsg
Southbank Authentic Thai (Joo Chiat),0,Joo Chiat,20,"Thai, Good For Groups",https://www.burpple.com/southbank-authentic-thai?bp_ref=%2Fsearch%2Fsg
The Mango Tree Indian Coastal Restaurant,1,Marine Parade,30,"Indian, Good For Groups",https://www.burpple.com/the-mango-tree-indian-coastal-restaurant?bp_ref=%2Fsearch%2Fsg
The Butter Chicken Place,2,Marine Parade,10,"Indian, Hawker Food",https://www.burpple.com/the-butter-chicken-place?bp_ref=%2Fsearch%2Fsg
Fatty's Wan Tan Mee,2,Joo Chiat,5,Hawker Food,https://www.burpple.com/fattys-wan-tan-mee?bp_ref=%2Fsearch%2Fsg
Camellia Tea Bar,1,Marine Parade,5,,https://www.burpple.com/camelliateabar?bp_ref=%2Fsearch%2Fsg
Mel's Place Bar & Bistro,25,Marine Parade,25,"Bars, Pizza, Western, Breakfast & Brunch, Good For Groups, Late Night, Burgers",https://www.burpple.com/mels-place-bar--bistro?bp_ref=%2Fsearch%2Fsg
Meet & Meat (East Coast Road),2,Marine Parade,15,Western,https://www.burpple.com/meet-meat-1?bp_ref=%2Fsearch%2Fsg
Streets Of London,3,Marine Parade,20,"Kid Friendly, Western",https://www.burpple.com/streets-of-london?bp_ref=%2Fsearch%2Fsg
Malaysia Local Delights,12,Katong,25,"Buffets, Steamboat, Rainy Day Comforts, Good For Groups, Malay, Supper",https://www.burpple.com/malaysia-local-delights?bp_ref=%2Fsearch%2Fsg
Handmade Ban Mian,1,Joo Chiat,5,Hawker Food,https://www.burpple.com/handmade-ban-mian?bp_ref=%2Fsearch%2Fsg
Mooloolabar,1,Marine Parade,,"Bars, Western",https://www.burpple.com/mooloolabar?bp_ref=%2Fsearch%2Fsg
Times Square Bar & Grill,23,Marine Parade,25,"Pizza, Bars, Western, Breakfast & Brunch",https://www.burpple.com/times-square-restaurant?bp_ref=%2Fsearch%2Fsg
Dunman Duck Rice (Dunman Food Centre),4,Joo Chiat,5,Hawker Food,https://www.burpple.com/dunman-duckrice?bp_ref=%2Fsearch%2Fsg
Peranakan Inn Nonya Restaurant,1,Marine Parade,,"Peranakan, Chinese",https://www.burpple.com/peranakan-inn-nonya-restaurant-katong?bp_ref=%2Fsearch%2Fsg
Rong Ji Chicken Rice (Dunman Food Centre),2,Joo Chiat,5,"Chicken Rice, Hawker Food",https://www.burpple.com/rongjichicken?bp_ref=%2Fsearch%2Fsg
Tea Villa Cafe,4,Marine Parade,15,"Vegetarian, Cafes & Coffee, Healthy",https://www.burpple.com/tea-villa-cafe-singapore?bp_ref=%2Fsearch%2Fsg
KOKO Ice Cream (Joo Chiat),1,Joo Chiat,5,"Thai, Ice Cream & Yoghurt, Desserts",https://www.burpple.com/koko-ice-cream-joo-chiat?bp_ref=%2Fsearch%2Fsg
Teck Ee Rice & Porridge,2,Joo Chiat,10,Hawker Food,https://www.burpple.com/tek-ee-rice-porridge?bp_ref=%2Fsearch%2Fsg
Mei Yuen Restaurant,26,Marine Parade,5,Hawker Food,https://www.burpple.com/mei-yuen-restaurant?bp_ref=%2Fsearch%2Fsg
Ziweitang Folk Soup Pot Restaurant,12,Katong,25,"Good For Groups, Supper, Chinese",https://www.burpple.com/ziweitang-folk-soup-pot-restaurant?bp_ref=%2Fsearch%2Fsg
Breez Bistro.bar,15,Marine Parade,30,"Bars, Western, Dinner with Drinks, Late Night, Halal",https://www.burpple.com/breez-bistro-bar?bp_ref=%2Fsearch%2Fsg
Feast@East Buffet Restaurant,35,Marine Parade,45,"Peranakan, Local Delights, Buffets, Good For Groups",https://www.burpple.com/feast-east-the-buffet-restaurant?bp_ref=%2Fsearch%2Fsg
Rebel Chefs,1,Marine Parade,30,"Hidden Gem, Italian, European, Dinner with Drinks",https://www.burpple.com/rebel-chefs-sg?bp_ref=%2Fsearch%2Fsg
Yun Ga Traditional Korean Restaurant,5,Marine Parade,40,"Korean BBQ, Kid Friendly, Buffets, Good For Groups, BBQ, Korean",https://www.burpple.com/yunga?bp_ref=%2Fsearch%2Fsg
Avenue By Quadwork,15,Marine Parade,,"Western, Waffles, Cakes, Cafes & Coffee",https://www.burpple.com/avenue-by-quadwork-pte-ltd?bp_ref=%2Fsearch%2Fsg
Harvest,13,Marine Parade,15,"Healthy, Salads",https://www.burpple.com/harvest-3?bp_ref=%2Fsearch%2Fsg
Le Le Zhan,2,Marine Parade,5,Desserts,https://www.burpple.com/le-le-zhan?bp_ref=%2Fsearch%2Fsg
Yi Ke Guan,3,Marine Parade,15,"Zi Char, Steamboat, Chinese",https://www.burpple.com/yi-ke-guan?bp_ref=%2Fsearch%2Fsg
Kipo's Kitchen 吉寳,3,Marine Parade,10,"Local Delights, Hawker Food",https://www.burpple.com/kipos-kitchen-odeon-katong?bp_ref=%2Fsearch%2Fsg
Jia Wei Chinese Restaurant,23,Marine Parade,,"Dim Sum, Chinese",https://www.burpple.com/jia-wei-chinese-restaurant?bp_ref=%2Fsearch%2Fsg
Kusina De Pinoy,10,Marine Parade,10,,https://www.burpple.com/kusina-de-pinoy?bp_ref=%2Fsearch%2Fsg
Miki Kitchen - Oriental Cuisine,17,Marine Parade,20,"Zi Char, Local Delights, Seafood, Good For Groups",https://www.burpple.com/miki-snacks-katong-shopping-centre?bp_ref=%2Fsearch%2Fsg
Yi Ke Guan,3,Marine Parade,15,"Zi Char, Steamboat, Chinese",https://www.burpple.com/yi-ke-guan?bp_ref=%2Fsearch%2Fsg
Ampang Niang Tou Fu,22,Marine Parade,10,Hawker Food,https://www.burpple.com/ampang-yong-tau-foo?bp_ref=%2Fsearch%2Fsg
Ah Yee's Soon Kueh,11,Joo Chiat,5,"Local Delights, Hawker Food",https://www.burpple.com/ahyeessoonkueh?bp_ref=%2Fsearch%2Fsg
Hei Kim Cafe,41,Eunos,10,"Cafes & Coffee, Desserts, Breakfast & Brunch, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/heikim-cafe?bp_ref=%2Fsearch%2Fsg
Seng Kee Black Chicken Herbal Soup (Kembangan),274,Kembangan,10,"Burpple Guides, Rainy Day Comforts, Cheap & Good, Supper, Hawker Food",https://www.burpple.com/seng-kee-black-herbal-chicken-soup?bp_ref=%2Fsearch%2Fsg
Lu Ding Ji (Viva Business Park),24,Bedok,15,Taiwanese,https://www.burpple.com/lu-ding-ji?bp_ref=%2Fsearch%2Fsg
VeganBurg (Eunos),134,Eunos,15,"Burpple Guides, Vegetarian, Healthy, Burgers",https://www.burpple.com/veganburg-1?bp_ref=%2Fsearch%2Fsg
Oh Deli,17,Marine Parade,,"Western, Breakfast & Brunch, Cafes & Coffee, Sandwiches",https://www.burpple.com/oh-deli?bp_ref=%2Fsearch%2Fsg
Café De Nicole's Flower,32,Kembangan,20,"Desserts, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/nicoles-flower?bp_ref=%2Fsearch%2Fsg
Bruno's Bistrot,15,Kembangan,35,"Italian, Seafood, Pizza, European, Date Night",https://www.burpple.com/brunos-bistrot?bp_ref=%2Fsearch%2Fsg
Yu Pan (Kembangan),2,Kembangan,5,Hawker Food,https://www.burpple.com/yu-pan?bp_ref=%2Fsearch%2Fsg
New Hawa Restaurant (Kembangan),2,Kembangan,10,"Zi Char, Supper, Hawker Food, Halal",https://www.burpple.com/new-hawa-restaurant?bp_ref=%2Fsearch%2Fsg
Lim Hokkien Fried Mee,8,Kembangan,,"Hawker Food, Chinese",https://www.burpple.com/lim-hokkien-fried-mee-hock-choo-eating-house?bp_ref=%2Fsearch%2Fsg
South Union Park,389,Kembangan,30,"Pasta, Western, Breakfast & Brunch, Desserts, Good For Groups, Cafes & Coffee, Date Night",https://www.burpple.com/south-union-park?bp_ref=%2Fsearch%2Fsg
Hock Choo Co. (Eating House),6,Kembangan,5,Hawker Food,https://www.burpple.com/hock-choo-co-eating-house?bp_ref=%2Fsearch%2Fsg
Muk-Bang Korean Restaurant,13,Bedok,25,"Rainy Day Comforts, Korean, Halal",https://www.burpple.com/muk-bang-korean-restaurant?bp_ref=%2Fsearch%2Fsg
The Garden Slug,183,Kembangan,30,"Pasta, Sandwiches, Burgers, Western, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/the-garden-slug?bp_ref=%2Fsearch%2Fsg
Hai Kee Soy Sauce Chicken (Changi Road),10,Eunos,5,"Chicken Rice, Hawker Food",https://www.burpple.com/hai-kee-soy-sauce-chicken?bp_ref=%2Fsearch%2Fsg
Kampong Chai Chee Restaurant (Changi Road),2,Eunos,25,"Seafood, Zi Char, Good For Groups, Halal",https://www.burpple.com/kampong-chai-che-restaurant?bp_ref=%2Fsearch%2Fsg
Miss Kefir,4,Marine Parade,10,"Desserts, Healthy",https://www.burpple.com/miss-kefir?bp_ref=%2Fsearch%2Fsg
Goldhill Hakka Restaurant 1997,19,Eunos,10,"Zi Char, Hawker Food",https://www.burpple.com/goldhill-hakka-yong-tau-foo?bp_ref=%2Fsearch%2Fsg
Saffrons Cafeteria (Swan Lake),3,Bedok,10,"Indian, Hawker Food, Halal",https://www.burpple.com/saffrons-swan-lake?bp_ref=%2Fsearch%2Fsg
Mr. Lava-Lava,3,Kembangan,30,"Steak, Western, Halal",https://www.burpple.com/mr-lava-lava-beef-steak-restaurant?bp_ref=%2Fsearch%2Fsg
JK Don Cafe & Bar (Telok Kurau),0,Kembangan,15,"Korean, Cafes & Coffee, Japanese",https://www.burpple.com/jk-don-telok-kurau?bp_ref=%2Fsearch%2Fsg
Birdie Num Num Gastrobar,9,Kembangan,,"Pizza, Bars, Western, Late Night",https://www.burpple.com/birdienumnumbar?bp_ref=%2Fsearch%2Fsg
NaNa Bake Jelly & Cake,2,Eunos,,"Cakes, Desserts",https://www.burpple.com/nana-bake-jelly-cake?bp_ref=%2Fsearch%2Fsg
Chuen Chuen Chicken Rice (Eunos),1,Eunos,10,"Chicken Rice, Hawker Food",https://www.burpple.com/chuen-chuen-chicken-rice?bp_ref=%2Fsearch%2Fsg
Golden City Carrot Cake,2,Eunos,5,"Cheap & Good, Hawker Food",https://www.burpple.com/golden-city-jin-du-carrot-cake?bp_ref=%2Fsearch%2Fsg
Kim's Fried Hokkien Prawn Mee (Eunos),33,Eunos,10,Hawker Food,https://www.burpple.com/kims-famous-fried-hokkien-prawn-mee?bp_ref=%2Fsearch%2Fsg
Hong Kong Street Chun Tat Kee (East Coast Road),8,Marine Parade,15,"Zi Char, Seafood, Hawker Food",https://www.burpple.com/hong-kong-street-chun-tat-kee-east-coast-road?bp_ref=%2Fsearch%2Fsg
Rahmath Muslim Food (Telok Kurau),2,Eunos,3,"Indian, Hawker Food, Halal",https://www.burpple.com/rahmath-muslim-food-telok-kurau?bp_ref=%2Fsearch%2Fsg
Yummy Veggie,9,Kembangan,30,"Vegetarian, Steamboat, Buffets, Healthy, Halal",https://www.burpple.com/yummy-veggie?bp_ref=%2Fsearch%2Fsg
Kim San Leng (Changi Road),12,Eunos,5,Hawker Food,https://www.burpple.com/kim-san-leng-coffee-shop-1?bp_ref=%2Fsearch%2Fsg
Katong Laksa (Telok Kurau),4,Eunos,5,Hawker Food,https://www.burpple.com/katonglaksa?bp_ref=%2Fsearch%2Fsg
Bagus Yong Tau Fu La Mian,12,Eunos,5,"Local Delights, Hawker Food, Halal",https://www.burpple.com/bagus-la-mian-yong-tau-fu?bp_ref=%2Fsearch%2Fsg
Khan Saab Restaurant,11,Kembangan,,"Indian, Late Night, Hawker Food, Halal",https://www.burpple.com/khan-saab-restaurant?bp_ref=%2Fsearch%2Fsg
Mak's Place The Hawkerant,24,Kembangan,15,"Zi Char, Hawker Food, Supper, Halal",https://www.burpple.com/maks-place-the-hawkerant?bp_ref=%2Fsearch%2Fsg
Raimah Eating House,7,Kembangan,10,"Indian, Western, Hawker Food, Supper, Halal",https://www.burpple.com/raimah-eating-house?bp_ref=%2Fsearch%2Fsg
Anson Town (Telok Kurau),30,Eunos,5,"Local Delights, Cheap & Good, Hawker Food",https://www.burpple.com/ipoh-anson-chee-cheong-fun?bp_ref=%2Fsearch%2Fsg
Al Jasra Restaurant,1,Kembangan,10,"Buffets, Indian, Cheap & Good, Hawker Food, Supper",https://www.burpple.com/al-jasra-restaurant?bp_ref=%2Fsearch%2Fsg
Bagus Yong Tau Fu La Mian,12,Eunos,5,"Local Delights, Hawker Food, Halal",https://www.burpple.com/bagus-la-mian-yong-tau-fu?bp_ref=%2Fsearch%2Fsg
Hai Kee Soy Sauce Chicken (Viva Business Park),1,Bedok,10,"Chicken Rice, Hawker Food",https://www.burpple.com/hai-kee-soy-sauce-chicken-bainian-foodcourt?bp_ref=%2Fsearch%2Fsg
Alsalam Restaurant,4,Kembangan,10,"Indian, Hawker Food, Halal",https://www.burpple.com/alsalam-restaurant?bp_ref=%2Fsearch%2Fsg
Farah Diana Steamboat & Grill,1,Eunos,20,"Steamboat, Buffets, Good For Groups, BBQ, Halal",https://www.burpple.com/farah-diana-restaurant-by-farah-diana-catering-fdcs?bp_ref=%2Fsearch%2Fsg
Fu Fa Coffee Shop,1,Eunos,5,Hawker Food,https://www.burpple.com/fufa-coffeeshop?bp_ref=%2Fsearch%2Fsg
Thai Pavilion,1,Eunos,,Thai,https://www.burpple.com/thai-pavilion?bp_ref=%2Fsearch%2Fsg
Sizzling K’pot,1,Kembangan,5,"Hawker Food, Halal",https://www.burpple.com/sizzling-kpot?bp_ref=%2Fsearch%2Fsg
Gu Zao Ren Seafood Taiwan Porridge (Changi Road),32,Kembangan,15,"Local Delights, Rainy Day Comforts, Supper, Cheap & Good, Hawker Food",https://www.burpple.com/gu-zao-ren-taiwan-porridge?bp_ref=%2Fsearch%2Fsg
Kim Peng Hiang (Changi),6,Kembangan,,Local Delights,https://www.burpple.com/kim-peng-hiang?bp_ref=%2Fsearch%2Fsg
Fresh Fruits Lab (FFL),108,Eunos,25,"Healthy, Breakfast & Brunch, Cafes & Coffee, Cakes",https://www.burpple.com/ffl-fresh-fruits-lab?bp_ref=%2Fsearch%2Fsg
Blk 110 Lengkong Tiga Coffeeshop,1,Kembangan,5,"Hawker Food, Cafes & Coffee",https://www.burpple.com/coffeeshop-blk-110-lengkong-tiga?bp_ref=%2Fsearch%2Fsg
Lucky (Old Mother Hen) Seafood,1,Kembangan,10,"Zi Char, Seafood",https://www.burpple.com/lucky-old-mother-hen-seafood?bp_ref=%2Fsearch%2Fsg
Burger King (Viva Business Park),3,Bedok,10,"Fast Food, Burgers, Halal",https://www.burpple.com/burger-king-121?bp_ref=%2Fsearch%2Fsg
Kopi Talk (Telok Kurau),2,Eunos,,"Kopitiam, Hawker Food",https://www.burpple.com/katong-laksa-telok-kurau?bp_ref=%2Fsearch%2Fsg
MCC Makan Place,2,Eunos,10,"Supper, Malay",https://www.burpple.com/mcc-makan-place-ikan-bakar-umbai?bp_ref=%2Fsearch%2Fsg
Tong Bee Kopitiam,1,Kembangan,,Hawker Food,https://www.burpple.com/tong-bee-kopitam?bp_ref=%2Fsearch%2Fsg
818 Durians And Pastries,6,Kembangan,,Desserts,https://www.burpple.com/818-durians-and-pastries?bp_ref=%2Fsearch%2Fsg
Hong Ho Phang Hong Kong Tim Sum (Telok Kurau),5,Eunos,,"Dim Sum, Chinese",https://www.burpple.com/hong-ho-phang-hong-kong-dimsum?bp_ref=%2Fsearch%2Fsg
Chai Chee Seafood Restaurant (Restoran Makanan Laut Chai Chee),8,Kembangan,20,"Zi Char, Seafood, Good For Groups, Halal",https://www.burpple.com/chai-chee-seafood-restaurant?bp_ref=%2Fsearch%2Fsg
Charco's The Flaming Chicken,19,Eunos,15,"Western, Halal",https://www.burpple.com/charcos-the-flaming-chicken-2?bp_ref=%2Fsearch%2Fsg
Boon Kee Kway Teow Noodle,4,Kembangan,5,Hawker Food,https://www.burpple.com/boon-kee-kway-teow-noodle?bp_ref=%2Fsearch%2Fsg
The Fat Chook Company,7,Kent Ridge,15,"Vietnamese, Dinner with Drinks, Western, Burgers, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/the-fat-chook-company?bp_ref=%2Fsearch%2Fsg
Fat Saigon Boy (Global Kitchens),47,Kent Ridge,20,"Vietnamese, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/fat-saigon-boy-savourworld?bp_ref=%2Fsearch%2Fsg
A Poke Theory (Kent Ridge),10,Kent Ridge,15,"Desserts, Salads, Healthy, Halal",https://www.burpple.com/a-poke-theory-kent-ridge?bp_ref=%2Fsearch%2Fsg
Be Frank,42,Kent Ridge,15,"Pasta, 1-for-1 Deals, Supper, Western, Burpple Beyond",https://www.burpple.com/be-frank?bp_ref=%2Fsearch%2Fsg
Formosa Delights (Clementi Road),18,Kent Ridge,15,"Taiwanese, Bars, Chinese, Late Night, Supper",https://www.burpple.com/formosa-delights?bp_ref=%2Fsearch%2Fsg
Diamond Kitchen (Science Park),219,Pasir Panjang,35,"Zi Char, Seafood, Good For Groups, Chinese",https://www.burpple.com/diamond-kitchen-87-science-park-drive?bp_ref=%2Fsearch%2Fsg
Privé Grill (The University Club),2,Kent Ridge,40,"Bars, French, Date Night, Dinner with Drinks",https://www.burpple.com/prive-at-shaw-foundation-alumni-house-nus?bp_ref=%2Fsearch%2Fsg
Jewel Coffee (Global Kitchens),8,Kent Ridge,10,"Cafes & Coffee, 1-for-1 Deals",https://www.burpple.com/jewel-coffee-savourworld?bp_ref=%2Fsearch%2Fsg
The Frontier (NUS Science Canteen),81,Kent Ridge,,"Local Delights, Cheap & Good, Hawker Food",https://www.burpple.com/the-frontier-science-canteen?bp_ref=%2Fsearch%2Fsg
The Pipe District,54,Kent Ridge,30,"Good For Groups, Western",https://www.burpple.com/the-pipe-district?bp_ref=%2Fsearch%2Fsg
Ottoman Kebab & Grill (Global Kitchens),70,Kent Ridge,20,Turkish,https://www.burpple.com/ottoman-kebab-grill?bp_ref=%2Fsearch%2Fsg
Empress Porridge (Kent Ridge),38,Kent Ridge,10,"Local Delights, Rainy Day Comforts, Hawker Food, Chinese",https://www.burpple.com/empress-porridge?bp_ref=%2Fsearch%2Fsg
Bar Bar Black Sheep (Kent Ridge),6,Clementi,20,"Thai, Bars, Indian, Good For Groups, Western, Dinner with Drinks",https://www.burpple.com/bar-bar-black-sheep-kent-ridge?bp_ref=%2Fsearch%2Fsg
Licktionary (Global Kitchens),19,Kent Ridge,5,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/licktionary?bp_ref=%2Fsearch%2Fsg
The Spread,9,Kent Ridge,10,"Western, Cafes & Coffee, Salads, Sandwiches",https://www.burpple.com/the-spread-nus-business-school?bp_ref=%2Fsearch%2Fsg
The Deck (National University Of Singapore),84,Kent Ridge,5,"Kopitiam, Cheap & Good, Hawker Food",https://www.burpple.com/the-deck-national-university-of-singapore?bp_ref=%2Fsearch%2Fsg
Putera Puteri,7,Kent Ridge,,"Supper, Halal",https://www.burpple.com/putera-puteri-pasir-panjang?bp_ref=%2Fsearch%2Fsg
Platypus Food Bar (NUS Faculty Of Science),42,Kent Ridge,10,"Western, Salads, Healthy",https://www.burpple.com/platypus-food-bar-at-nus?bp_ref=%2Fsearch%2Fsg
Uncle Penyet (NUS Science Canteen),4,Kent Ridge,5,"Hawker Food, Cheap & Good, Indonesian, Halal",https://www.burpple.com/uncle-penyet-1?bp_ref=%2Fsearch%2Fsg
Indonesian Express (The Deck @ NUS),5,Kent Ridge,10,"Cheap & Good, Indonesian, Halal",https://www.burpple.com/indonesian-express?bp_ref=%2Fsearch%2Fsg
Fiesta Restaurant 福乐汇,1,Kent Ridge,15,Chinese,https://www.burpple.com/fiesta-restaurant?bp_ref=%2Fsearch%2Fsg
IndoChili (Global Kitchens),8,Kent Ridge,20,Indonesian,https://www.burpple.com/indochili-savourworld?bp_ref=%2Fsearch%2Fsg
Cha Tra Mue (Global Kitchens),8,Kent Ridge,5,"Thai, Ice Cream & Yoghurt, Desserts",https://www.burpple.com/cha-tra-mue-singapore-1?bp_ref=%2Fsearch%2Fsg
Global Kitchens,28,Kent Ridge,10,Good For Groups,https://www.burpple.com/globalkitchens?bp_ref=%2Fsearch%2Fsg
Chilli Padi Nonya Café (Heng Mui Keng Terrace),24,Kent Ridge,,"Peranakan, Buffets, Cafes & Coffee",https://www.burpple.com/chilli-padi-nonya-cafe?bp_ref=%2Fsearch%2Fsg
Niqqi's The Cheese Prata Shop,20,Kent Ridge,5,"Indian, Supper, Hawker Food",https://www.burpple.com/niqqis-the-cheese-prata-shop?bp_ref=%2Fsearch%2Fsg
Asian Mini Wok,1,Kent Ridge,5,Hawker Food,https://www.burpple.com/asian-mini-wok?bp_ref=%2Fsearch%2Fsg
Two Hands (Global Kitchens),3,Kent Ridge,10,"Sandwiches, Desserts, Cafes & Coffee, Salads",https://www.burpple.com/two-hands-ascent?bp_ref=%2Fsearch%2Fsg
Mr Bean (National University Hospital),13,Kent Ridge,5,"Ice Cream & Yoghurt, Healthy, Desserts",https://www.burpple.com/mr-bean-31?bp_ref=%2Fsearch%2Fsg
Dario Pizza & More,4,Kent Ridge,,"Italian, Pizza",https://www.burpple.com/dario-pizzamore?bp_ref=%2Fsearch%2Fsg
Coffee Break (Global Kitchens),10,Kent Ridge,5,"Sandwiches, Bread, Cafes & Coffee",https://www.burpple.com/coffee-break-savourworld?bp_ref=%2Fsearch%2Fsg
Hong Kong Kitchen,2,Kent Ridge,,Chinese,https://www.burpple.com/hong-kong-kitchen-2?bp_ref=%2Fsearch%2Fsg
NaNa Original Thai Food (Clementi Road),1,Kent Ridge,10,"Thai, Supper",https://www.burpple.com/na-na-original-thai-food?bp_ref=%2Fsearch%2Fsg
Gong Cha (NUS Science Canteen),1,Kent Ridge,5,Desserts,https://www.burpple.com/gong-cha-54?bp_ref=%2Fsearch%2Fsg
Starbucks (One@KentRidge),22,Kent Ridge,10,Cafes & Coffee,https://www.burpple.com/starbucks-451?bp_ref=%2Fsearch%2Fsg
